date,open,high,low,adjClose,value,volume,count,yesterday,close
2020-09-02,18500.0,18500.0,18500.0,18500.0,7769994450000,419999700,5570980,1000.0,18500.0
2020-09-05,19425.0,19425.0,19425.0,18814.0,17842251000,918520,12801,18500.0,19425.0
2020-09-06,19754.0,19754.0,19754.0,19754.0,54856087594,2776961,12806,18814.0,19754.0
2020-09-07,20741.0,20741.0,20741.0,20741.0,58506689843,2820823,16384,19754.0,20741.0
2020-09-08,21778.0,21778.0,21778.0,21642.0,51144348098,2348441,24182,20741.0,21778.0
2020-09-09,22724.0,22724.0,22724.0,22723.0,61364844008,2700442,21154,21642.0,22724.0
2020-09-12,23859.0,23859.0,23859.0,23859.0,52805979468,2213252,13053,22723.0,23859.0
2020-09-13,25051.0,25051.0,25051.0,24641.0,36143983616,1442816,16116,23859.0,25051.0
2020-09-14,25873.0,25873.0,25873.0,25873.0,58629563396,2266052,18031,24641.0,25873.0
2020-09-15,27166.0,27166.0,27166.0,27166.0,60614218998,2231253,22089,25873.0,27166.0
2020-09-16,28524.0,28524.0,28524.0,28524.0,96833246676,3394799,45173,27166.0,28524.0
2020-09-19,29950.0,29950.0,29583.0,29949.0,1180453042908,39415551,158165,28524.0,29950.0
2020-09-23,30125.0,31444.0,28452.0,29894.0,1617310775975,54101490,232814,29949.0,28480.0
2020-09-26,28400.0,28400.0,28400.0,28937.0,30428896000,1071440,1742,29894.0,28400.0
2020-09-27,27491.0,27491.0,27491.0,28718.0,6951566697,252867,545,28937.0,27491.0
2020-09-28,27283.0,27283.0,27283.0,28636.0,2595049828,95116,239,28718.0,27283.0
2020-09-29,27205.0,27205.0,27205.0,28495.0,4473236535,164427,349,28636.0,27205.0
2020-09-30,27071.0,27071.0,27071.0,28300.0,6205810182,229242,451,28495.0,27071.0
2020-10-03,26885.0,26885.0,26885.0,26885.0,51701656295,1923067,1454,28300.0,26885.0
2020-10-04,25541.0,25541.0,25541.0,25541.0,45193726778,1769458,1120,26885.0,25541.0
