date,open,high,low,adjClose,value,volume,count,yesterday,close
2021-07-14,21000.0,21000.0,21000.0,21000.0,2743597500000,130647500,2835642,1000.0,21000.0
2021-07-26,25200.0,26460.0,25200.0,25330.0,1100291841060,43441127,66298,18000.0,26460.0
2021-07-27,26590.0,26590.0,26590.0,26590.0,67556202580,2540662,36236,25330.0,26590.0
2021-07-28,27910.0,27910.0,27910.0,27910.0,85250899630,3054493,45714,26590.0,27910.0
2021-07-31,29300.0,29300.0,29300.0,29300.0,82287467800,2808446,37527,27910.0,29300.0
2021-08-01,30760.0,30760.0,30760.0,30760.0,102981034880,3347888,53940,29300.0,30760.0
2021-08-02,32290.0,32290.0,32290.0,32290.0,157961259240,4891956,81364,30760.0,32290.0
2021-08-03,33900.0,33900.0,33900.0,33900.0,111292445700,3282963,49260,32290.0,33900.0
2021-08-04,35590.0,35590.0,35590.0,35590.0,180206512770,5063403,56912,33900.0,35590.0
2021-08-07,37360.0,37360.0,37360.0,37360.0,1491191672640,39914124,123697,35590.0,37360.0
2021-08-08,39220.0,39220.0,39220.0,39220.0,392847561420,10016511,44318,37360.0,39220.0
2021-08-10,41180.0,41180.0,41180.0,41180.0,256437001960,6227222,78722,39220.0,41180.0
2021-08-11,43230.0,43230.0,43230.0,43230.0,212521317030,4916061,88738,41180.0,43230.0
2021-08-14,45390.0,45390.0,45390.0,45390.0,235680448770,5192343,47100,43230.0,45390.0
2021-08-15,47650.0,47650.0,47650.0,47650.0,282488260000,5928400,39323,45390.0,47650.0
2021-08-22,50030.0,50030.0,45270.0,50030.0,4669579928940,93337129,261312,47650.0,50030.0
2021-08-23,50990.0,52530.0,50500.0,52270.0,1096577214580,20978626,83715,50030.0,52530.0
2021-08-24,54870.0,54880.0,53240.0,54730.0,2279906063290,41658412,159282,52270.0,54590.0
2021-08-25,54980.0,56700.0,52450.0,54970.0,1209739878950,22005328,153235,54730.0,54760.0
2021-08-28,55300.0,57710.0,55110.0,57510.0,1066004672400,18535925,37698,54970.0,57690.0
2021-08-29,58000.0,59260.0,55000.0,57310.0,1021786921880,17828141,73163,57510.0,56000.0
2021-08-30,55100.0,57600.0,54450.0,54950.0,772100820110,14051214,39537,57310.0,54450.0
2021-08-31,53010.0,56570.0,52260.0,54430.0,832378441460,15292381,49462,54950.0,54900.0
2021-09-01,55500.0,57150.0,54170.0,56620.0,314703368040,5558081,18885,54430.0,57150.0
2021-09-04,59450.0,59450.0,59450.0,59450.0,113744258200,1913276,8819,56620.0,59450.0
2021-09-07,62420.0,62420.0,62420.0,62420.0,219799046640,3521292,28605,59450.0,62420.0
2021-09-08,63500.0,64990.0,62490.0,63420.0,1283684704470,20242244,137014,62420.0,62730.0
2021-09-11,64680.0,66560.0,61320.0,63620.0,531499584510,8354563,32783,63420.0,62500.0
2021-09-12,61110.0,63670.0,60440.0,61050.0,519426033800,8507940,28641,63620.0,61300.0
2021-09-13,59830.0,64100.0,59810.0,63350.0,977551313420,15430277,36195,61050.0,64100.0
2021-09-14,64910.0,65500.0,62510.0,63900.0,537451008370,8411227,47563,63350.0,63450.0
2021-09-15,63690.0,63690.0,61000.0,61890.0,426197962590,6886582,61309,63900.0,61210.0
2021-09-18,60750.0,61800.0,58800.0,59050.0,766293497350,12977643,14821,61890.0,58800.0
2021-09-19,57550.0,60250.0,56100.0,57170.0,638185486300,11162129,17517,59050.0,57700.0
2021-09-20,58840.0,60020.0,57360.0,59700.0,540248197460,9049639,15798,57170.0,59980.0
2021-09-21,60000.0,60890.0,56760.0,57860.0,330226069170,5706968,13249,59700.0,58120.0
2021-09-22,58930.0,60080.0,56100.0,58310.0,351498881990,6028562,15067,57860.0,58570.0
2021-09-25,58100.0,60020.0,57590.0,58550.0,166556796140,2844907,14792,58310.0,58560.0
2021-09-26,59000.0,59000.0,56530.0,57350.0,300589016310,5241011,12639,58550.0,58600.0
2021-09-28,58410.0,59800.0,57500.0,58450.0,141765046410,2425236,10079,57350.0,58950.0
2021-09-29,58000.0,59600.0,57720.0,58470.0,168359979770,2879610,9553,58450.0,59050.0
2021-10-02,59000.0,59820.0,57190.0,57990.0,241520073200,4165002,10935,58470.0,57500.0
2021-10-03,58180.0,58180.0,56030.0,57070.0,195696352770,3429099,8488,57990.0,56730.0
2021-10-04,56500.0,59920.0,55910.0,58540.0,378996136240,6474426,10888,57070.0,59900.0
2021-10-06,60000.0,61460.0,59700.0,61120.0,379954275060,6216149,9029,58540.0,60800.0
2021-10-09,60980.0,60980.0,58070.0,58520.0,213425763260,3646793,5888,61120.0,58070.0
2021-10-10,57010.0,58960.0,55910.0,57120.0,127693101420,2235699,6844,58520.0,57490.0
2021-10-11,57490.0,59010.0,56800.0,57410.0,91570089290,1595025,5705,57120.0,57120.0
2021-10-12,56880.0,57120.0,54550.0,55100.0,193691544880,3515222,5198,57410.0,54800.0
2021-10-13,55830.0,55830.0,52510.0,53500.0,240863509400,4502392,5038,55100.0,54100.0
2021-10-16,54510.0,56170.0,54510.0,56010.0,368539391700,6580459,6043,53500.0,55950.0
2021-10-17,56170.0,56170.0,53210.0,53730.0,299012337100,5565135,5394,56010.0,53210.0
2021-10-18,53750.0,53850.0,51510.0,52820.0,117884008290,2231949,4782,53730.0,52990.0
2021-10-19,53000.0,55460.0,53000.0,55270.0,182375385560,3299963,5632,52820.0,55460.0
2021-10-20,56970.0,57630.0,55770.0,56940.0,218294857690,3833658,4931,55270.0,56940.0
2021-10-23,57300.0,57300.0,54100.0,54330.0,278055294440,5118035,2421,56940.0,54100.0
2021-10-25,53800.0,54490.0,52900.0,53380.0,113496000680,2126241,5220,54330.0,53010.0
2021-10-26,52600.0,55100.0,52400.0,53760.0,101642560260,1890541,4285,53380.0,54400.0
2021-10-27,54400.0,55620.0,53010.0,54500.0,111162983340,2039833,4157,53760.0,54790.0
2021-11-01,55500.0,55500.0,52750.0,53350.0,142030892910,2662122,4495,54500.0,52930.0
2021-11-02,52920.0,56010.0,52010.0,55500.0,245633679540,4425748,5410,53350.0,55700.0
2021-11-03,55560.0,57950.0,54200.0,56920.0,254178162860,4465543,4592,55500.0,57230.0
2021-11-06,57760.0,59700.0,56160.0,58600.0,278317734440,4749113,5731,56920.0,57340.0
2021-11-07,57340.0,57970.0,55670.0,56060.0,206083420270,3675807,3973,58600.0,55670.0
2021-11-08,55000.0,57260.0,53860.0,54950.0,169988228760,3093578,4749,56060.0,54700.0
2021-11-09,54970.0,56700.0,54970.0,55680.0,116248043560,2087708,4393,54950.0,56000.0
2021-11-10,55740.0,58460.0,55630.0,57480.0,219841258300,3824571,4676,55680.0,58460.0
2021-11-13,58850.0,61790.0,58800.0,60480.0,785554384140,12989111,6599,57480.0,59800.0
2021-11-14,60530.0,60890.0,57460.0,58530.0,547441797140,9353115,7362,60480.0,57460.0
2021-11-15,57890.0,58490.0,55620.0,56680.0,152693557950,2693731,3929,58530.0,57170.0
